iter	CrossEntropy
425	0.2451936813
426	0.2451847711
427	0.2451669872
428	0.2451565164
429	0.2451418355
430	0.2451262655
431	0.2451172465
432	0.2451022571
433	0.2450966679
434	0.2450900443
435	0.2450754904
436	0.2450608822
437	0.2450554381
438	0.245043697
439	0.2450291069
440	0.2450201968
441	0.2450112867
442	0.2450011425
443	0.2449937567
444	0.2449837396
445	0.244976862
446	0.2449620722
447	0.2449498049
448	0.2449382816
449	0.2449268128
450	0.2449034758
451	0.2448928962
452	0.2448846575
453	0.24487533
454	0.2448622824
455	0.2448474019
456	0.2448344631
457	0.2448243916
458	0.2448105637
459	0.2448036497
460	0.2447932515
461	0.244775159
462	0.2447604237
463	0.2447477209
464	0.2447381393
465	0.2447207183
466	0.2447124614
467	0.244704132
468	0.2446992868
469	0.2446855859
470	0.244673373
471	0.2446545183
472	0.2446437391
473	0.2446383313
474	0.2446272254
475	0.2446190956
476	0.2446096955
477	0.2445945065
478	0.2445848524
479	0.2445811867
480	0.2445734016
481	0.2445554181
482	0.2445400476
483	0.2445305931
484	0.2445223544
485	0.2445103774
486	0.2444988541
487	0.244487966
488	0.2444793099
489	0.2444663349
490	0.2444496216
491	0.2444290611
492	0.2444219475
493	0.2444029658
494	0.2443899001
495	0.2443758725
496	0.2443614276
497	0.2443587055
498	0.2443530074
499	0.2443383265
500	0.244321704
501	0.2443116324
502	0.2442976956
503	0.2442901828
504	0.2442731065
505	0.2442622547
506	0.2442492978
507	0.2442423657
508	0.2442349436
509	0.2442250535
510	0.2442129858
511	0.2442012992
512	0.2441839326
513	0.2441703769
514	0.2441671649
515	0.2441627189
516	0.2441569481
517	0.2441444268
518	0.2441259714
519	0.2441133048
520	0.2441005112
521	0.2440907301
522	0.244078989
523	0.2440674476
524	0.2440619672
525	0.2440505347
526	0.244039465
527	0.2440304642
528	0.2440176524
529	0.2440027538
530	0.2439964931
531	0.2439833185
532	0.2439698353
533	0.2439561707
534	0.2439453551
535	0.243934594
536	0.2439245769
537	0.2439100775
538	0.2438968666
539	0.2438798992
540	0.2438653454
541	0.2438484869
542	0.2438393227
543	0.2438292512
544	0.2438192341
545	0.2438154777
546	0.243805134
547	0.2437911971
548	0.2437768611
549	0.2437704733
550	0.2437630694
551	0.2437468279
552	0.2437408213
553	0.2437348873
554	0.2437288625
555	0.2437204605
556	0.2437115322
557	0.2437027128
558	0.2436923146
559	0.2436864531
560	0.2436782689
561	0.2436674533
562	0.2436577084
563	0.2436448423
564	0.2436328835
565	0.2436207069
566	0.2436100365
567	0.2436023603
568	0.243592924
569	0.2435828887
570	0.2435754848
571	0.2435686797
572	0.2435576464
573	0.2435442721
574	0.2435299905
575	0.2435199915
576	0.2435100289
577	0.24350375
578	0.2434919364
579	0.243485839
580	0.2434739528
581	0.2434662041
582	0.243458165
583	0.2434409073
584	0.2434309446
585	0.2434202379
586	0.2434078436
587	0.2433966469
588	0.2433856862
589	0.2433755784
590	0.2433645995
591	0.2433575403
592	0.2433497009
593	0.243332552
594	0.2433184519
595	0.2433128264
596	0.2433050776
597	0.2432847531
598	0.2432745182
599	0.2432579138
600	0.2432498747
601	0.2432394584
602	0.2432301309
603	0.2432212752
604	0.2432101874
605	0.2432002066
606	0.2431927482
607	0.2431869957
608	0.2431771963
609	0.2431680321
610	0.2431559644
611	0.243147762
612	0.2431356399
613	0.2431230641
614	0.2431146621
615	0.2431057701
616	0.2430955715
617	0.2430885305
618	0.2430775698
619	0.2430685871
620	0.2430558479
621	0.243050295
622	0.2430336542
623	0.2430199896
624	0.2430100814
625	0.2430011894
626	0.2429912268
627	0.242984712
628	0.2429728439
629	0.24296544
630	0.2429551144
631	0.2429390725
632	0.2429258797
633	0.2429143201
634	0.2428994397
635	0.2428871542
636	0.2428686262
637	0.2428592987
638	0.2428442368
639	0.2428342015
640	0.2428320783
641	0.2428223879
642	0.2428148025
643	0.2427995228
644	0.2427827913
645	0.2427755326
646	0.2427596359
647	0.2427527945
648	0.2427425959
649	0.2427318166
650	0.2427164281
651	0.2427093508
652	0.2426926193
653	0.242679862
654	0.2426680665
655	0.2426567792
656	0.2426507181
657	0.2426403381
658	0.2426346762
659	0.2426224089
660	0.2426104501
661	0.2426023566
662	0.2425965496
663	0.2425875487
664	0.2425774409
665	0.2425655546
666	0.2425584955
667	0.2425446675
668	0.2425382254
669	0.2425261032
670	0.2425112772
671	0.2424966327
672	0.2424914789
673	0.2424778143
674	0.2424704467
675	0.2424583608
676	0.2424470734
677	0.2424400324
678	0.2424270574
679	0.2424203612
680	0.24241107
681	0.242398476
682	0.2423936126
683	0.2423880778
684	0.242375629
685	0.2423688965
686	0.2423607123
687	0.2423571918
688	0.242349806
689	0.2423423476
690	0.2423264146
691	0.2423183211
692	0.24230756
693	0.2422950386
694	0.2422869814
695	0.2422823539
696	0.2422736978
697	0.2422607772
698	0.2422499798
699	0.2422433562
700	0.2422341376
701	0.2422268425
702	0.2422170613
703	0.2422055017
704	0.2421861753
705	0.242172928
706	0.2421617495
707	0.2421527305
708	0.2421449999
709	0.2421346743
710	0.2421281777
711	0.2421156201
712	0.2421098675
713	0.2420944789
714	0.2420848611
715	0.2420715775
716	0.2420631392
717	0.2420534669
718	0.2420459722
719	0.2420391127
720	0.2420298215
721	0.242020131
722	0.2420051054
723	0.2419984818
724	0.2419929651
725	0.24198665
726	0.2419748363
727	0.241964293
728	0.2419527878
729	0.241941446
730	0.2419302312
731	0.2419218836
732	0.2419147882
733	0.2419032831
734	0.241891415
735	0.2418821963
736	0.2418773511
737	0.2418679147
738	0.241856591
739	0.2418444689
740	0.2418357221
741	0.2418222389
742	0.2418085562
743	0.2417994464
744	0.2417870521
745	0.2417778334
746	0.2417636063
747	0.2417512119
748	0.2417457497
749	0.241731958
750	0.241722195
751	0.2417132304
752	0.2417049373
753	0.241693414
754	0.2416893128
755	0.2416747227
756	0.2416681898
757	0.2416600055
758	0.2416565939
759	0.2416479015
760	0.2416432015
761	0.2416325674
762	0.241624365
763	0.2416188846
764	0.2416098475
765	0.2416054015
766	0.2415964188
767	0.2415872727
768	0.2415750598
769	0.2415680914
770	0.2415547716
771	0.2415483113
772	0.2415369332
773	0.2415262809
774	0.2415137051
775	0.2415050491
776	0.2414989698
777	0.2414843979
778	0.2414753607
779	0.2414666502
780	0.2414501909
781	0.241443658
782	0.2414276525
783	0.2414143508
784	0.2414049507
785	0.2413917397
786	0.2413841362
787	0.241378801
788	0.2413650819
789	0.2413577506
790	0.2413445759
791	0.2413339781
792	0.2413270097
793	0.2413201139
794	0.2413128732
795	0.2413068666
796	0.2412931838
797	0.241287268
798	0.2412788659
799	0.2412658727
800	0.2412597028
801	0.2412548031
802	0.2412475807
803	0.2412407756
804	0.2412323735
805	0.2412173842
806	0.2412067138
807	0.241192033
808	0.2411854638
809	0.2411780961
810	0.2411706014
811	0.2411595863
812	0.2411478634
813	0.2411390621
814	0.2411268129
815	0.2411188102
816	0.2411049459
817	0.2410929508
818	0.2410821897
819	0.2410720637
820	0.2410636798
821	0.2410567477
822	0.24104468
823	0.2410361873
824	0.2410268053
825	0.2410190929
826	0.2410066441
827	0.2409964092
828	0.240988225
829	0.2409754677
830	0.2409637992
831	0.2409567401
832	0.2409444002
833	0.2409368692
834	0.2409261081
835	0.2409155829
836	0.2409094674
837	0.2408922097
838	0.240884098
839	0.2408765307
840	0.2408663866
841	0.2408574402
842	0.240851615
843	0.2408357728
844	0.240825429
845	0.2408132161
846	0.240804052
847	0.2407951237
848	0.2407845985
849	0.240778247
850	0.2407713694
851	0.2407591202
852	0.2407498108
853	0.2407317365
854	0.2407278531
855	0.2407208484
856	0.2407101054
857	0.2407007053
858	0.2406910874
859	0.2406819051
860	0.2406669702
861	0.2406538863
862	0.240647807
863	0.2406379896
864	0.2406310211
865	0.2406235446
866	0.2406184272
867	0.2406102792
868	0.2406003892
869	0.2405940377
870	0.2405834944
871	0.2405690131
872	0.240562444
873	0.2405539694
874	0.2405412121
875	0.2405351873
876	0.2405239362
877	0.2405166956
878	0.2405087291
879	0.2405030673
880	0.2404933587
881	0.2404841945
882	0.2404715642
883	0.2404614927
884	0.2404559034
885	0.2404449427
886	0.2404328569
887	0.2404263421
888	0.240414837
889	0.2404027693
890	0.2403943854
891	0.2403845861
892	0.2403737342
893	0.2403675098
894	0.2403570572
895	0.240340108
896	0.2403360068
897	0.2403259534
898	0.2403202916
899	0.2403093853
900	0.2402992411
901	0.240288226
902	0.2402806043
903	0.2402668489
904	0.2402600801
905	0.2402469054
906	0.2402411892
907	0.2402336038
908	0.2402282323
909	0.2402184329
910	0.2402073452
911	0.2402012841
912	0.2401912126
913	0.2401800885
914	0.2401669501
915	0.2401543743
916	0.24014149
917	0.2401269543
918	0.240117645
919	0.2401106221
920	0.2400989537
921	0.2400881925
922	0.2400752719
923	0.2400617706
924	0.2400528061
925	0.2400474709
926	0.2400364375
927	0.2400203775
928	0.2400123747
929	0.2400058237
930	0.2400003433
931	0.2399932297
932	0.2399874227
933	0.2399770064
934	0.2399700924
935	0.2399595128
936	0.2399458482
937	0.2399370288
938	0.2399272476
939	0.2399181015
940	0.239904818
941	0.2398991017
942	0.239886907
943	0.2398758011
944	0.2398645137
945	0.2398551136
946	0.2398493429
947	0.2398386362
948	0.2398318493
949	0.2398251712
950	0.2398160614
951	0.2398041934
952	0.2397967531
953	0.2397893492
954	0.2397839414
955	0.2397696416
956	0.2397633084
957	0.239753999
958	0.2397458147
959	0.2397362332
960	0.2397315513
961	0.2397235485
962	0.2397157997
963	0.239701373
964	0.2396848048
965	0.2396755136
966	0.2396710676
967	0.2396619397
968	0.2396541184
969	0.2396450268
970	0.2396376228
971	0.2396316344
972	0.2396261177
973	0.2396159373
974	0.2396049947
975	0.2395904046
976	0.2395734191
977	0.2395675758
978	0.2395561432
979	0.2395427508
980	0.2395288503
981	0.2395236784
982	0.2395120644
983	0.2395042067
984	0.2394899977
985	0.2394812872
986	0.2394625414
987	0.2394499475
988	0.2394348311
989	0.2394269009
990	0.2394178637
991	0.2394071933
992	0.2393959604
993	0.2393875402
994	0.2393725509
995	0.2393591766
996	0.2393543677
997	0.2393438425
998	0.2393335532
999	0.2393228646
1000	0.239317348
1001	0.2393078209
1002	0.2393005802
1003	0.2392925774
1004	0.2392806912
1005	0.2392710008
1006	0.239258425
1007	0.2392547411
1008	0.2392423468
1009	0.239230642
1010	0.2392183747
1011	0.2392072688
1012	0.2391960903
1013	0.2391789596
1014	0.2391716827
1015	0.2391626456
1016	0.2391507593
1017	0.2391379476
1018	0.2391308885
1019	0.2391259162
1020	0.2391133041
1021	0.2391064809
1022	0.2390974618
1023	0.2390894046
1024	0.2390800771
1025	0.2390710218
1026	0.2390619302
1027	0.2390567583
1028	0.2390490277
1029	0.2390382666
1030	0.2390291206
1031	0.2390155648
1032	0.2390049489
1033	0.2389939881
1034	0.2389846243
1035	0.2389758594
1036	0.2389710142
1037	0.238960126
1038	0.2389473687
1039	0.2389362991
1040	0.2389281511
1041	0.2389203117
1042	0.2389090787
1043	0.2389025821
1044	0.2388917484
1045	0.238875144
1046	0.2388646188
1047	0.2388526963
1048	0.2388390135
1049	0.2388336057
1050	0.238823516
1051	0.2388148237
1052	0.2388075105
1053	0.2387944265
1054	0.2387845546
1055	0.2387788928
1056	0.2387727954
1057	0.2387657726
1058	0.2387570983
1059	0.2387503658
1060	0.2387421997
1061	0.2387304224
1062	0.2387140357
1063	0.2387062507
1064	0.238696778
1065	0.2386875049
1066	0.2386778326
1067	0.2386628796
1068	0.2386536065
1069	0.2386455674
1070	0.2386363125
1071	0.2386260958
1072	0.238615135
1073	0.238605118
1074	0.2385958812
1075	0.2385865174
1076	0.2385769721
1077	0.2385693867
1078	0.2385608939
1079	0.2385521471
1080	0.2385438721
1081	0.2385349438
1082	0.2385288828
1083	0.2385196823
1084	0.2385048744
1085	0.2384933693
1086	0.2384884333
1087	0.2384768737
1088	0.2384671651
1089	0.2384611585
1090	0.2384491089
1091	0.2384401625
1092	0.2384238484
1093	0.2384145209
1094	0.2384028706
1095	0.2383911659
1096	0.2383824372
1097	0.238372039
1098	0.2383690992
1099	0.2383574852
1100	0.2383440383
1101	0.2383371969
1102	0.2383298474
1103	0.2383223891
1104	0.2383156021
1105	0.2383072182
1106	0.2382996328
1107	0.2382902327
1108	0.2382835728
1109	0.238275697
1110	0.2382677124
1111	0.2382568605
1112	0.238244194
1113	0.2382288962
1114	0.2382250672
1115	0.2382128361
1116	0.2382028916
1117	0.2381924934
1118	0.2381833656
1119	0.2381695013
1120	0.2381613171
1121	0.2381555645
1122	0.2381488138
1123	0.238138706
1124	0.2381290518
1125	0.2381193614
1126	0.2381105964
1127	0.238102394
1128	0.2380931028
1129	0.2380888201
1130	0.2380758995
1131	0.2380706188
1132	0.2380588233
1133	0.2380488606
1134	0.238040259
1135	0.2380319114
1136	0.2380257415
1137	0.2380214769
1138	0.23801469
1139	0.2380102622
1140	0.2380016968
1141	0.237995672
1142	0.2379862901
1143	0.2379771622
1144	0.2379696675
1145	0.2379630802
1146	0.2379495426
1147	0.2379382733
1148	0.2379272945
1149	0.2379209793
1150	0.2379106356
1151	0.2379066251
1152	0.2378980235
1153	0.237887589
1154	0.2378801125
1155	0.2378693332
1156	0.2378608768
1157	0.2378520211
1158	0.2378369773
1159	0.2378272868
1160	0.2378199373
1161	0.2378130778
1162	0.2378077426
1163	0.2378031333
1164	0.2377964008
1165	0.2377854582
1166	0.2377814659
1167	0.2377697974
1168	0.2377610687
1169	0.2377524308
1170	0.2377447547
1171	0.2377394739
1172	0.2377280051
1173	0.23772071
1174	0.2377104389
1175	0.2377009117
1176	0.2376899147
1177	0.2376760142
1178	0.2376687917
1179	0.2376606437
1180	0.2376522962
1181	0.2376457088
1182	0.2376350021
1183	0.2376235333
1184	0.2376139336
1185	0.2376016481
1186	0.2375912681
1187	0.2375843904
1188	0.2375701814
1189	0.2375623601
1190	0.237549385
1191	0.2375378799
1192	0.2375262477
1193	0.2375193882
1194	0.2375086996
1195	0.2375026204
1196	0.2374929481
1197	0.2374860341
1198	0.2374711355
1199	0.2374616265
1200	0.237452789
1201	0.2374490507
1202	0.2374387977
1203	0.2374310671
1204	0.2374269841
1205	0.2374224836
1206	0.2374191265
1207	0.2374138457
1208	0.2374062785
1209	0.2373931582
1210	0.2373875327
1211	0.2373795843
1212	0.2373719082
1213	0.237367063
1214	0.2373520736
1215	0.2373427461
1216	0.2373322753
1217	0.2373156528
1218	0.2373099909
1219	0.2372978325
1220	0.2372860733
1221	0.2372695233
1222	0.2372608854
1223	0.2372535359
1224	0.2372452972
1225	0.2372399439
1226	0.2372327758
1227	0.2372239564
1228	0.2372179135
1229	0.237214883
1230	0.2372024705
1231	0.2371927982
1232	0.2371868641
1233	0.2371726007
1234	0.2371627832
1235	0.2371561596
1236	0.2371521491
1237	0.2371417872
1238	0.2371337481
1239	0.2371223337
1240	0.2371135688
1241	0.2371019184
1242	0.23709593
1243	0.2370871106
1244	0.2370764765
1245	0.2370706876
1246	0.2370619226
1247	0.2370583295
1248	0.2370488569
1249	0.237042578
1250	0.2370309459
1251	0.2370206566
1252	0.2370166824
1253	0.2370127627
1254	0.2370045965
1255	0.2369954686
1256	0.2369865222
1257	0.2369755796
1258	0.2369628949
1259	0.2369547651
1260	0.236944748
1261	0.2369379974
1262	0.2369260748
1263	0.236920286
1264	0.2369111944
1265	0.2369027924
1266	0.2368946988
1267	0.2368888192
1268	0.2368788384
1269	0.2368742836
1270	0.2368675873
1271	0.2368569714
1272	0.2368416373
1273	0.2368314931
1274	0.2368222564
1275	0.2368129833
1276	0.2368035106
1277	0.2367937657
1278	0.2367858899
1279	0.2367772157
1280	0.2367681967
1281	0.2367627163
1282	0.2367532255
1283	0.2367470737
1284	0.236740196
1285	0.2367336087
1286	0.2367256966
1287	0.2367171494
1288	0.2367070235
1289	0.2367000369
1290	0.2366899835
1291	0.2366843035
1292	0.236672871
1293	0.2366644871
1294	0.2366573735
1295	0.2366473201
1296	0.2366357242
1297	0.2366296269
1298	0.2366213519
1299	0.2366112622
1300	0.2366047656
1301	0.2365958736
1302	0.2365868728
1303	0.2365764201
1304	0.2365671652
1305	0.236556023
1306	0.2365453708
1307	0.2365335753
1308	0.2365261532
1309	0.2365170616
1310	0.2365087684
1311	0.2364996587
1312	0.2364911296
1313	0.2364825824
1314	0.23647487
1315	0.2364634737
1316	0.2364527308
1317	0.2364437118
1318	0.2364334588
1319	0.2364260548
1320	0.2364170177
1321	0.2364062565
1322	0.2363999051
1323	0.236388527
1324	0.2363773666
1325	0.2363697631
1326	0.236363448
1327	0.2363572599
1328	0.2363470976
1329	0.2363324349
1330	0.2363201676
1331	0.2363083358
1332	0.2363021114
1333	0.2362947075
1334	0.236288592
1335	0.2362791556
1336	0.2362697736
1337	0.2362633859
1338	0.2362544032
1339	0.2362428799
1340	0.2362348408
1341	0.2362235353
1342	0.2362142259
1343	0.2362073119
1344	0.2362031926
1345	0.2362009424
1346	0.2361933388
1347	0.2361888384
1348	0.2361830495
1349	0.2361721795
1350	0.2361647393
1351	0.2361558836
1352	0.236149024
1353	0.2361382629
1354	0.2361302783
1355	0.2361193175
1356	0.2361084475
1357	0.2360987027
1358	0.2360921335
1359	0.2360851651
1360	0.2360729703
1361	0.2360629895
1362	0.2360522829
1363	0.2360404874
1364	0.2360311961
1365	0.2360170415
1366	0.236009565
1367	0.2360013808
1368	0.2359901841
1369	0.235981528
1370	0.2359747592
1371	0.235964234
1372	0.2359559953
1373	0.2359471033
1374	0.23594126
1375	0.2359321321
1376	0.2359251819
1377	0.2359201552
1378	0.2359090674
1379	0.2358981974
1380	0.2358887429
1381	0.2358772196
1382	0.2358656781
1383	0.2358596897
1384	0.2358539371
1385	0.2358479123
1386	0.2358415246
1387	0.2358366612
1388	0.2358270797
1389	0.2358190406
1390	0.2358124714
1391	0.2358044323
1392	0.2357943063
1393	0.2357852329
1394	0.2357718768
1395	0.235761896
1396	0.2357553086
1397	0.2357489572
1398	0.2357392849
1399	0.2357321532
1400	0.2357219002
1401	0.2357125726
1402	0.2357024648
1403	0.2356945528
1404	0.2356818681
1405	0.2356743552
1406	0.2356657536
1407	0.235654684
1408	0.2356468808
1409	0.2356388962
1410	0.2356268466
1411	0.2356144704
1412	0.2356059414
1413	0.2356010236
1414	0.2355927123
1415	0.2355833485
1416	0.2355693209
1417	0.2355647842
1418	0.2355552208
1419	0.2355462562
1420	0.2355430986
1421	0.2355340252
1422	0.2355248973
1423	0.2355129203
1424	0.2355077847
1425	0.2355007074
1426	0.2354903818
1427	0.2354830142
1428	0.2354720172
1429	0.2354641414
1430	0.2354560297
1431	0.2354494424
1432	0.2354380099
1433	0.2354257607
1434	0.2354153444
1435	0.2354072145
1436	0.2353980866
1437	0.2353889588
1438	0.2353848938
1439	0.2353761652
1440	0.235370213
1441	0.2353602503
1442	0.2353480556
1443	0.2353369134
1444	0.2353284388
1445	0.2353202364
1446	0.235313395
1447	0.2353060092
1448	0.2352975709
1449	0.2352904029
1450	0.2352852491
1451	0.2352785711
1452	0.2352675741
1453	0.2352614767
1454	0.2352549619
1455	0.2352481387
1456	0.2352408074
1457	0.2352299736
1458	0.2352191399
1459	0.2352105202
1460	0.2352006664
1461	0.2351953675
1462	0.2351860944
1463	0.2351805415
1464	0.2351745711
1465	0.2351651529
1466	0.2351576038
1467	0.235150218
1468	0.2351427777
1469	0.2351343939
1470	0.235125266
1471	0.235115757
1472	0.2351043063
1473	0.2350988622
1474	0.2350937992
1475	0.2350865223
1476	0.2350787554
1477	0.2350703171
1478	0.2350574691
1479	0.2350527509
1480	0.2350479601
1481	0.2350397759
1482	0.2350335152
1483	0.2350262564
1484	0.2350166385
1485	0.2350083091
1486	0.234998292
1487	0.2349899081
1488	0.2349838834
1489	0.2349758806
1490	0.2349659179
1491	0.2349615082
1492	0.2349530699
1493	0.234949622
1494	0.2349417825
1495	0.2349324006
1496	0.2349244522
1497	0.2349143807
1498	0.234906015
1499	0.234892931
